GENEID	GSM461177_untreat_paired
FBTI0059770	2
FBGN0267957	0
FBTI0061842	0
FBGN0043536	0
FBGN0003900	0
FBGN0085390	59
FBGN0267002	667
FBTI0062359	0
FBTI0060326	6
FBTI0060852	0
FBGN0034284	0
FBGN0050449	0
FBGN0262970	59
FBGN0085249	174
FBGN0033687	1
FBGN0085472	0
FBGN0033000	78
FBGN0010409	14924
FBGN0034035	251
FBGN0265702	0
FBGN0034988	139
FBGN0043533	0
FBGN0283508	0
FBTI0064031	7
FBTI0063148	1
FBGN0000008	77
FBGN0034735	415
FBGN0262447	0
FBTI0064127	0
FBGN0050108	63
FBGN0033697	11
FBTI0018924	0
FBGN0033225	448
FBGN0023181	292
FBGN0063380	0
FBGN0266518	517
FBGN0013765	1531
FBGN0035005	0
FBGN0034528	294
FBGN0033265	150
FBTI0019932	0
FBGN0034085	7
FBTI0060125	0
FBTI0062505	0
FBTI0060832	0
FBTR0304195_DF_NRG	0
FBTI0064083	0
FBGN0265046	0
FBGN0033890	823
FBGN0024754	1365
FBGN0028953	1172
FBGN0034323	1
FBGN0263482	0
FBGN0011824	608
FBGN0033060	72
FBGN0265645	0
FBGN0034877	858
FBGN0034734	745
FBGN0020521	4
FBGN0053363	0
FBGN0033788	1
FBGN0034585	425
FBGN0262372	0
FBGN0262478	0
FBGN0082927	0
FBGN0050390	104
FBTI0061340	0
FBTI0062562	0
FBGN0034503	169
FBGN0033683	241
FBGN0260474	0
FBGN0033794	0
FBGN0033260	797
RR48532_TRANSPOSABLE_ELEMENT	7
FBTR0304273_DF_NRG	0
FBGN0260932	17
FBGN0265176	1
FBTI0060983	1
FBGN0266787	0
FBGN0033601	0
FBTI0062508	3
FBGN0050044	33
FBGN0267024	0
FBTI0060541	0
FBGN0033913	4374
FBGN0050240	1
FBTI0061827	1
FBGN0033542	0
FBTI0060055	0
FBTI0060419	0
FBTI0064274	0
FBGN0034423	0
FBGN0033177	925
FBGN0034560	0
FBGN0067905	0
FBGN0033669	635
FBGN0033958	1
FBGN0033701	0
FBGN0050418	7
FBGN0034959	204
FBTI0062493	0
FBTI0063149	0
FBGN0026316	307
FBGN0026384	0
FBGN0266045	0
FBGN0040733	0
FBGN0082922	0
FBGN0259185	1
FBGN0011933	0
FBGN0259966	0
FBGN0263770	0
FBGN0050393	0
FBGN0041205	1087
FBGN0011746	4
FBTI0061740	0
FBGN0265145	0
FBTI0060031	0
FBGN0263709	6
FBGN0266865	0
FBGN0264957	0
FBGN0265699	1
FBGN0028955	0
FBTI0019020	0
FBTI0061283	8
FBGN0261632	0
FBGN0053366	0
FBGN0035032	877
FBGN0263029	1
FBGN0259878	4
FBGN0034759	0
FBGN0266637	2
FBGN0053383	0
FBTI0060641	0
FBGN0034592	1
FBGN0266863	0
FBGN0086676	3461
FBGN0050047	12
FBTI0063983	0
FBGN0250822	0
FBGN0033973	87
FBGN0267589	0
FBGN0000606	1
FBTI0063057	0
FBGN0265851	0
FBGN0284243	13756
FBTI0019017	0
FBGN0053407	0
FBGN0053364	0
FBGN0034255	240
FBGN0033485	385
FBTI0061769	0
FBGN0034229	2
FBGN0035088	307
FBGN0034263	0
FBGN0050362	0
FBGN0085246	0
FBGN0033798	15
FBGN0001269	0
FBGN0011868	0
FBTI0061531	0
FBTI0018876	0
FBGN0026403	6
FBGN0265097	0
FBTI0063186	0
FBGN0000326	172
FBGN0035083	1535
FBGN0262564	0
FBGN0034251	3
FBTI0062317	0
FBTI0062616	0
FBGN0034914	1854
FBGN0033538	361
FBGN0263395	1532
FBTI0059771	0
FBTI0064145	0
FBGN0053539	0
FBTI0063143	0
FBGN0265878	0
FBGN0011589	6
FBGN0050416	0
FBGN0263741	0
FBTR0472705_DF_NRG	0
FBGN0035087	2246
FBGN0260972	585
FBTI0018965	1
FBGN0050385	0
FBGN0261373	30
FBTI0062404	0
FBGN0033062	1421
FBGN0085436	11777
FBTI0060566	0
FBTI0064151	0
FBGN0033773	1
FBTR0472704_DF_NRG	0
FBGN0266849	0
FBGN0034990	1
FBGN0033827	0
FBGN0033541	8
FBGN0050339	269
FBGN0034249	247
FBGN0033706	14
FBGN0261477	820
FBGN0263337	0
FBGN0034657	588
FBGN0034542	373
FBTI0062372	0
FBGN0266810	0
FBGN0263848	0
FBTR0445466_DF_NRG	0
FBGN0033055	570
FBGN0028738	1
FBGN0265095	0
FBGN0033203	3
FBTI0061876	2
FBGN0033205	922
FBGN0284235	0
FBGN0053385	0
FBGN0033261	101
FBTI0062614	0
FBGN0261584	142
FBGN0028372	151
FBGN0033164	2
FBGN0050148	30
FBTI0061462	2
FBGN0033608	240
FBTI0063210	0
FBTI0019924	0
FBGN0053445	0
FBGN0033543	49
FBTI0059659	1
FBGN0053368	0
FBTR0304461_DF_NRG	0
FBGN0033713	320
FBGN0266723	81
FBTI0061266	0
FBGN0084049	37
FBGN0034230	776
FBGN0034942	0
FBGN0265272	2
FBGN0287602	47
FBGN0262965	0
FBTI0062341	0
FBGN0265180	51
FBTI0018953	5
FBGN0262123	54
FBTI0061820	0
FBGN0034362	246
FBGN0033787	24
FBGN0033471	13
FBGN0034261	183
FBGN0050431	1
FBGN0082931	0
FBGN0034518	0
FBGN0264297	0
FBTI0019271	0
FBTI0063054	0
FBGN0053425	0
FBGN0262902	22
FBGN0265656	0
FBTI0061107	0
FBTI0063264	0
FBGN0011260	49
FBGN0082951	0
FBGN0033868	0
FBGN0043532	0
FBGN0284436	3641
FBGN0034821	0
FBGN0015714	740
FBGN0020306	4818
FBTI0019030	1
FBTI0019889	0
FBGN0033808	43
FBGN0033248	0
FBGN0053408	0
FBGN0002716	40
FBTI0059675	0
FBTI0019920	0
FBGN0265058	1
FBTI0019969	7
FBGN0053403	0
FBGN0033268	39
FBGN0085399	13
FBGN0020617	0
FBGN0266764	0
FBGN0033426	287
FBGN0033397	32
FBGN0263270	0
FBGN0265852	0
FBGN0050469	0
FBGN0264330	0
FBGN0085218	3
FBGN0265344	0
FBTI0061663	2
FBGN0040505	39
FBGN0033932	0
FBGN0034205	0
FBGN0033402	793
FBGN0033744	10
FBGN0040491	6
FBTI0063741	0
FBGN0040751	26
FBGN0263557	0
FBGN0261823	1343
FBGN0033899	259
FBGN0021814	406
RR49603_TRANSPOSABLE_ELEMENT	0
FBTI0059813	0
FBTI0063205	0
FBGN0034455	310
FBGN0034266	3
FBGN0050160	0
FBGN0014870	728
FBGN0266574	0
FBTI0062602	5
FBTI0063119	0
FBTI0061527	0
FBGN0265977	6
FBGN0020764	578
FBTI0060400	0
FBGN0262427	0
FBGN0000337	3
FBTI0019900	3
FBGN0033661	1766
FBGN0034151	2
FBGN0050395	0
FBGN0040653	0
FBTI0060599	5
FBTI0018883	0
FBGN0053358	0
FBGN0034838	0
FBGN0263697	310
FBGN0262316	1
FBGN0261989	6
FBGN0053401	0
FBGN0034496	332
FBTI0060869	0
FBGN0263084	1
FBGN0033907	106
FBTI0018985	3
FBTI0020003	0
FBGN0085426	0
FBGN0004400	127
FBTR0304293_DF_NRG	0
FBGN0033564	86
FBGN0034381	0
FBGN0046999	1
FBTI0060616	1
FBGN0033710	2
FBTI0060147	0
FBTI0061312	4
FBGN0262888	0
FBTI0063682	0
FBGN0263464	1
FBTI0019274	0
FBTI0060868	1
FBGN0085732	94
FBTI0063718	0
FBGN0085487	0
FBGN0085419	4
FBGN0033588	0
FBTI0060621	0
FBGN0034295	0
FBGN0265496	0
FBGN0033378	499
FBGN0265849	0
FBGN0050267	0
FBGN0033047	0
FBGN0033813	54
FBTI0063745	0
FBGN0053406	0
FBGN0011934	0
FBTI0061056	0
FBTI0064272	1
FBGN0050241	0
FBGN0024732	258
FBTR0472752_DF_NRG	0
FBGN0019949	189
FBGN0015038	3
FBTI0060792	0
FBTI0061621	0
FBTR0309614_DF_NRG	0
FBTI0062389	1
FBGN0026393	30
FBGN0034512	0
FBGN0243516	1044
FBGN0264876	0
FBTI0018921	0
FBGN0024232	1
FBTI0061239	0
FBGN0033498	1
FBGN0034177	56
FBGN0082941	0
FBGN0085260	3
FBGN0034804	30
FBTI0018897	0
FBTI0061843	1
FBGN0001122	486
FBGN0262227	0
FBGN0050001	49
FBGN0028434	25
FBGN0264299	0
FBTI0063034	0
FBGN0033454	541
FBGN0053182	88
FBGN0002643	2477
FBTI0064142	0
FBTI0061640	0
FBGN0053399	0
FBTI0063252	5
FBGN0034882	0
FBGN0266046	5
FBTI0061520	0
FBGN0033750	129
FBGN0033439	1
FBGN0034135	1
FBGN0054040	0
FBGN0264877	0
FBGN0260775	0
FBTI0018963	1
FBGN0265651	1
FBGN0040092	2
FBGN0026533	3373
FBGN0086519	1
FBGN0011660	252
FBGN0033069	0
FBGN0040063	0
FBGN0034854	1620
FBGN0262117	422
RR48354_TRANSPOSABLE_ELEMENT	0
FBTI0061532	0
FBTI0063184	0
FBGN0063374	0
FBGN0263566	0
FBGN0263551	0
FBGN0287608	6
FBTI0061269	0
FBGN0033304	382
FBTI0061097	0
FBGN0034691	1543
FBGN0034422	103
FBTI0019276	0
FBTI0019005	0
FBGN0259210	2
FBTI0148144	0
FBGN0029092	5904
FBTI0061935	0
FBGN0264834	31
FBGN0040778	8
FBGN0035031	2
FBGN0033232	286
RR48320_TRANSPOSABLE_ELEMENT	3
FBTI0019031	0
FBGN0035077	0
FBGN0000289	2412
FBGN0010548	1466
FBGN0034059	148
FBGN0033088	195
FBGN0034442	39
FBGN0266624	8
FBGN0033741	1352
FBTI0063073	0
FBGN0034009	673
FBGN0033980	500
FBGN0010482	7
FBTI0061131	1
FBGN0013548	651
RR48339_TRANSPOSABLE_ELEMENT	8
FBGN0033320	5
FBGN0034131	0
FBTI0061510	0
FBTI0063720	12
FBGN0033636	5258
FBGN0033717	4009
FBGN0265643	0
FBGN0053558	1609
FBGN0266378	0
FBGN0053013	0
FBGN0034396	241
FBTI0018947	4
FBGN0004003	0
FBGN0033715	121
FBGN0034704	60
FBTI0018936	0
FBTI0060934	0
FBGN0035007	1
FBGN0011910	0
FBGN0034563	0
FBGN0050297	0
FBTI0061067	3
FBTI0060128	2
FBTI0064285	0
FBTI0061731	0
FBGN0040735	0
FBTI0060907	0
FBGN0033132	29
FBGN0050037	0
FBGN0260456	409
FBTI0019987	0
FBGN0083005	0
FBGN0050052	10
FBGN0033816	288
FBGN0011892	0
FBTI0061618	0
FBGN0034329	0
FBGN0033872	4
FBGN0011897	0
FBTI0061717	1
FBGN0286039	0
FBGN0261016	39
FBTI0061095	0
FBTI0019922	0
FBTI0063127	0
FBGN0034232	80
FBGN0015037	84
FBGN0050058	0
FBGN0043792	5
FBGN0265536	1
FBGN0034641	1272
FBGN0035023	766
FBGN0050279	3
FBGN0050457	0
FBTI0060874	8
FBGN0266626	0
FBTI0064136	0
FBGN0265938	1
FBGN0011211	8192
FBGN0265623	855
FBGN0263271	0
FBGN0034859	326
FBGN0050103	0
FBGN0050161	3
FBGN0034066	1048
FBTI0062576	12
FBGN0033086	91
FBGN0063375	0
FBGN0085227	1
FBGN0265646	0
FBGN0083003	2
FBGN0053471	0
FBTI0060640	0
FBTI0061453	0
FBGN0050373	117
FBGN0027538	108
FBGN0286740	0
FBGN0034272	0
FBGN0034413	0
FBTI0063847	0
FBGN0033373	330
FBGN0034117	524
FBGN0034505	0
FBTI0063202	0
FBGN0033358	1
FBGN0266808	1
FBTR0472806_DF_NRG	0
FBGN0043471	0
FBGN0034985	242
FBGN0033412	1
FBTI0018900	1
FBGN0034904	0
FBTI0063863	4
FBTI0060274	0
FBGN0033224	1194
FBTI0063087	0
FBGN0034277	3147
FBGN0053362	0
FBGN0004181	0
FBTI0061658	1
FBGN0034535	101
FBGN0027529	740
FBGN0085217	0
FBGN0034436	979
FBTI0061836	0
FBGN0263529	0
FBGN0050158	1
FBTI0061772	0
FBGN0265652	0
FBGN0263334	0
FBGN0000581	2602
FBTI0063137	2
FBGN0265186	455
FBGN0033749	68
FBGN0050016	0
FBGN0034140	6
FBGN0033720	2
FBTI0061181	0
FBTI0061259	0
FBGN0262570	12
FBGN0001276	74
FBGN0033524	24
FBGN0034457	0
FBGN0266791	0
FBGN0041243	4
FBTI0061533	0
FBGN0034611	775
RR49755_TRANSPOSABLE_ELEMENT	3
FBTR0304390_DF_NRG	0
FBTR0309578_DF_NRG	0
FBTI0060408	0
FBTI0060991	0
FBGN0263083	0
FBTR0304328_DF_NRG	0
FBGN0027561	1822
FBGN0050441	1
FBGN0034996	1
FBGN0033945	49
FBGN0034451	375
FBGN0050461	0
FBTI0019001	5
FBGN0003975	1
FBTR0304173_DF_NRG	0
FBTI0060258	0
FBTI0061132	0
FBGN0053356	0
FBGN0033752	125
FBTI0019011	0
FBTI0060341	7
FBGN0034989	1041
FBGN0010488	9549
RR48384_TRANSPOSABLE_ELEMENT	2
FBTI0018868	8
FBGN0011906	0
FBTI0060631	0
FBTI0062345	0
FBGN0260762	0
FBGN0053426	0
FBGN0050263	1
FBTI0019003	0
FBGN0061197	1
FBTI0060280	2866
FBGN0053411	0
FBGN0034346	741
FBTI0059799	0
FBTI0061100	1
FBGN0261794	2992
FBTR0304459_DF_NRG	0
FBTI0063199	0
FBTI0062381	6
FBGN0261588	7
FBGN0033474	705
FBGN0034210	164
FBGN0261554	797
FBGN0034264	7
FBGN0034443	108
FBGN0034938	122
FBGN0035040	5
FBGN0262443	0
FBTI0061424	0
FBGN0082926	0
FBGN0033785	85
FBGN0061361	0
FBGN0033272	429
FBGN0020391	119
FBGN0033799	97
FBGN0259211	15
FBGN0285940	0
FBTI0060421	0
FBGN0085229	56
FBTI0061327	0
FBGN0283553	0
FBGN0266438	0
FBGN0033578	4
FBGN0033135	3
FBGN0082942	0
FBGN0259179	0
FBGN0002531	13
FBGN0027788	1
FBGN0033638	754
FBGN0011849	0
FBGN0033950	0
FBGN0004698	1661
FBGN0005612	505
FBGN0027091	889
FBGN0010228	694
FBGN0034534	403
FBGN0264914	0
FBGN0034429	0
FBTI0060805	0
FBTR0304287_DF_NRG	0
FBGN0034051	1617
FBGN0050157	28
FBTI0018945	1
FBGN0053964	0
FBTI0062403	0
FBGN0264336	0
FBGN0011895	0
FBGN0034061	119
FBGN0034554	0
FBTI0060129	1
FBGN0033730	0
FBGN0034218	4
FBGN0265981	0
FBGN0035094	12
FBGN0082968	0
FBGN0261292	0
FBGN0034460	0
FBGN0050095	6
FBGN0015372	252
FBGN0286785	580
FBGN0085582	4
FBGN0033017	291
FBGN0034010	455
FBGN0033591	0
FBGN0262464	0
FBTI0063061	0
FBGN0267691	0
FBGN0063373	0
FBGN0002533	0
FBGN0058191	665
FBTI0062344	0
FBGN0004101	259
FBGN0262412	0
FBGN0010316	346
FBGN0033866	0
FBGN0034784	0
FBGN0053199	0
FBTI0018980	2
FBTI0059733	8
FBGN0082919	0
FBGN0034248	7
FBGN0265915	0
FBGN0033154	0
FBTI0061404	0
FBGN0034086	107
FBTI0061666	0
FBTI0060410	0
FBTI0063740	0
FBGN0266087	0
FBGN0053370	0
FBTI0061439	0
FBTI0019975	9
FBGN0034365	259
FBGN0026761	766
FBGN0053155	8
FBTI0061705	0
FBGN0053390	0
FBTI0060496	0
FBGN0266814	0
FBTI0018986	37
FBGN0033349	888
FBGN0287466	1
FBTI0060850	1
FBGN0033726	0
FBTR0445467_DF_NRG	0
FBTR0304267_DF_NRG	0
FBTI0061659	1
FBGN0082971	0
FBGN0011956	0
RR50207_TRANSPOSABLE_ELEMENT	5
FBGN0026136	0
FBTI0061862	7
FBGN0050289	1
FBGN0033221	13
FBGN0085444	755
FBGN0033501	4
FBGN0035020	225
FBTI0061926	1
FBGN0034654	1939
FBGN0000658	2
FBTI0061691	0
FBGN0011958	0
FBGN0034243	918
FBTI0062507	1
FBGN0034743	11226
FBTI0018940	0
FBGN0266643	2
FBGN0054038	0
FBGN0034267	13
FBGN0053417	0
FBTI0061154	1
FBGN0033605	42
FBGN0266819	24
FBGN0265593	0
FBTI0063120	0
FBTI0061696	0
FBTI0061096	0
FBGN0033134	77
FBGN0265696	0
FBGN0034242	0
FBGN0034520	3
FBGN0287607	1
FBGN0050491	25
FBGN0086655	360
FBGN0069969	1
FBTI0060938	0
FBGN0082981	0
FBGN0034098	422
FBGN0034921	273
FBGN0034510	0
FBTI0063679	0
FBGN0262476	1
FBGN0034427	1
FBGN0044020	62
FBTI0061207	0
FBGN0266859	0
FBGN0034144	0
FBGN0034109	133
FBTI0019891	0
FBGN0034005	155
FBGN0033206	308
FBGN0034971	1212
FBTI0061939	0
FBGN0263030	1
RR49857_TRANSPOSABLE_ELEMENT	0
FBGN0083004	0
FBGN0016684	16
FBGN0034356	8
FBGN0083046	0
FBGN0040666	144
FBGN0034071	1369
FBTI0059788	0
FBGN0050326	2
FBGN0034998	4
FBGN0086022	0
FBTI0060892	2
FBTI0060502	0
FBTI0019951	0
FBTI0018970	14
FBTI0062472	0
FBGN0010220	433
FBGN0267655	29
FBTI0018888	0
FBGN0050011	4
FBGN0033558	6
FBTI0060522	0
FBGN0034803	163
FBGN0058068	8
FBGN0085400	3
FBTI0063705	0
FBGN0050271	0
FBGN0053503	28
FBTI0063226	0
FBTI0061110	0
FBTI0061900	0
FBGN0264599	0
FBGN0011878	0
FBGN0265846	0
FBGN0033226	798
FBGN0086358	1190
FBTI0018912	0
FBGN0033810	145
FBGN0004581	7
FBGN0050428	69
FBGN0261267	0
FBGN0050154	0
FBGN0020908	4
FBGN0034796	213
FBTI0063089	0
FBGN0033633	1
FBGN0033257	11
FBGN0015614	639
FBGN0034053	6
FBGN0003396	2967
FBTI0061688	0
FBGN0034911	3
FBGN0028424	171
FBGN0265193	118
FBGN0050503	0
FBGN0034570	2687
FBGN0266846	0
FBGN0040007	1058
FBGN0264541	0
FBTI0062377	1
FBGN0033873	2
FBTI0019883	0
FBTI0061657	1
FBGN0266487	0
FBGN0034532	19
FBGN0053373	0
FBGN0033194	2073
FBTI0059686	0
FBGN0050073	0
FBTI0063185	0
FBGN0033888	11
FBGN0013771	41
FBGN0063388	0
FBGN0034201	2
FBGN0034514	0
FBTI0062506	0
FBTI0060099	0
FBTI0063982	0
FBTI0061163	0
FBGN0039979	0
FBGN0033867	0
FBTI0063050	0
FBGN0259937	2303
FBGN0050234	0
FBGN0050479	1
FBTI0062538	0
FBTI0060828	1
FBGN0040091	886
FBTI0063157	0
FBGN0045483	0
FBGN0015543	8
FBTR0309585_DF_NRG	0
FBGN0034418	628
FBGN0085219	0
FBGN0264506	1
FBTI0062405	1
FBGN0264496	0
FBTI0059993	0
FBGN0027525	2403
FBGN0050010	21
FBTI0061124	0
FBGN0035085	671
FBGN0002570	4
FBGN0025693	556
FBGN0033921	14
FBGN0033850	3
FBGN0050120	0
FBGN0083951	0
FBGN0034446	2
FBGN0034552	0
FBTI0060057	0
FBGN0033987	25
FBGN0286006	0
FBGN0263558	0
FBGN0034495	147
FBGN0011674	44
FBGN0082943	0
FBTI0060525	1
FBGN0263397	63
FBGN0010358	0
FBGN0011867	0
RR48331_TRANSPOSABLE_ELEMENT	261
FBGN0040849	3
FBGN0033650	0
FBGN0034182	62
FBTI0060905	0
FBTR0304377_DF_NRG	0
FBGN0010504	340
FBTI0063834	0
FBGN0261387	637
FBGN0260437	0
FBGN0040737	1
FBTI0061071	0
FBTI0061227	5
FBGN0004921	1137
FBGN0028983	214
FBTI0061125	0
FBTI0059741	2
FBGN0033916	427
FBGN0266763	0
FBGN0085223	49
FBGN0034567	0
FBGN0040775	0
FBGN0265762	0
FBGN0265498	5
FBGN0033368	25
FBGN0034860	1
FBGN0265500	0
FBTI0062365	0
FBGN0034986	199
FBTI0060632	0
FBGN0265143	0
FBGN0033897	885
FBGN0050122	4613
FBGN0050493	62
FBGN0027548	882
FBGN0085232	0
FBGN0263487	0
FBGN0033580	0
FBGN0033437	37
FBTI0063744	0
FBGN0265313	1
RR48369_TRANSPOSABLE_ELEMENT	4
FBGN0034961	139
FBTI0060971	2
FBGN0034473	2
FBGN0050082	5
FBGN0004360	7
FBGN0034833	0
FBGN0053369	0
FBTR0309587_DF_NRG	0
FBGN0085250	0
FBGN0033101	508
FBGN0034643	970
FBGN0033100	75
FBTI0062339	0
FBGN0085414	1
FBGN0033834	0
FBTR0309744_DF_NRG	0
FBGN0259711	52
FBGN0050281	3
FBTI0063232	18
FBTI0061296	0
FBGN0034700	1
FBGN0033690	157
FBGN0025827	0
FBGN0034278	0
FBGN0261397	1164
FBGN0050472	0
FBTR0472706_DF_NRG	0
FBGN0034933	159
FBGN0266671	432
FBGN0267733	171
FBTI0062490	0
FBTI0060638	0
FBTI0059872	0
FBGN0034617	129
FBTI0060543	0
FBGN0053437	0
FBTI0018978	2
FBTI0060157	0
FBGN0034458	0
FBTI0061808	97
FBGN0263999	1
FBGN0053535	1
FBGN0000562	1043
FBGN0267823	60
FBGN0033027	19
FBTI0060538	0
FBTI0063016	0
FBTR0472807_DF_NRG	0
FBGN0033589	0
FBGN0034913	359
FBGN0000044	12
FBTI0064077	0
FBGN0050280	1
FBGN0260475	96
FBTI0063168	0
FBGN0033400	254
FBGN0264560	1531
FBTI0060523	0
FBGN0083941	0
FBGN0034498	751
FBGN0002567	23
FBTI0061422	0
FBGN0034931	0
FBGN0265306	0
FBGN0034063	172
FBGN0250842	1
FBGN0003008	69
FBGN0260499	0
FBTI0060420	1
FBGN0266377	5023
FBGN0033863	0
FBGN0028744	798
FBGN0063385	0
FBTR0472722_DF_NRG	0
FBGN0033756	510
FBGN0022027	212
FBGN0034012	10
FBGN0266811	0
FBGN0034073	343
FBTR0304517_DF_NRG	0
FBGN0050340	88
FBTI0061202	0
FBGN0001091	2322
FBTI0018983	0
FBGN0015872	15
FBGN0050272	0
FBTI0060550	0
RR00128_TRANSPOSABLE_ELEMENT	0
FBGN0034430	215
FBGN0034361	141
FBTI0061693	1
FBTI0062378	0
FBTI0064138	0
FBGN0261293	0
FBGN0086532	0
FBGN0028560	0
FBGN0266817	0
FBTI0059729	0
FBTI0061094	0
FBGN0034158	2831
FBGN0086656	1104
FBGN0028836	289
FBGN0265839	0
FBGN0022224	30
FBGN0033616	130
FBGN0033728	3
FBGN0086030	0
FBGN0004132	354
FBGN0029501	0
FBTI0062343	0
FBGN0028740	51
FBGN0028743	7
FBGN0050471	0
FBGN0265061	0
FBGN0033353	27
FBGN0053374	0
FBGN0035068	0
FBGN0263481	1
FBGN0263377	0
FBGN0034788	0
FBTI0061256	0
FBGN0033640	1
FBGN0053988	9
FBGN0261807	0
FBGN0035025	266
FBGN0022985	615
FBGN0033942	2
FBGN0020620	1656
FBGN0005624	764
FBGN0046294	0
FBGN0262410	0
FBGN0265434	13646
FBGN0034493	191
FBGN0002552	775
FBGN0041706	0
FBTI0061517	0
FBGN0033762	306
FBGN0010342	573
FBGN0262838	0
FBGN0034050	411
FBGN0285952	5503
FBGN0265307	0
FBTI0061402	0
FBGN0015040	0
RR48329_TRANSPOSABLE_ELEMENT	2
FBTI0063026	0
FBGN0053544	0
FBGN0061356	1
FBTI0063862	4
FBGN0053140	1
FBGN0259745	1406
FBTI0019035	0
FBTI0059790	0
FBTR0309597_DF_NRG	0
FBTI0062397	0
FBGN0034391	29
FBGN0265837	0
FBGN0033848	0
FBGN0027356	437
FBGN0266433	0
FBGN0050062	26
FBGN0263981	2
FBTI0019896	0
FBGN0050083	0
FBTI0060411	0
FBGN0050377	14
FBGN0034377	3
FBGN0034082	11
FBGN0266111	521
FBTR0304246_DF_NRG	0
FBGN0086029	0
FBTI0063684	0
FBGN0026401	1415
FBGN0262414	0
FBGN0033042	0
FBGN0041174	47
FBGN0003701	407
FBGN0034481	0
FBTI0061426	0
FBGN0034159	13
FBGN0033210	299
FBGN0034629	37
FBGN0262307	0
FBGN0265858	0
FBGN0264339	6
FBGN0262370	0
FBGN0265644	1
FBGN0284083	0
FBGN0016762	140
FBTI0062291	2
FBGN0053012	2
FBGN0034321	24
FBGN0033195	49
FBGN0016078	240
FBGN0263980	5
FBTI0062371	0
FBGN0266009	1
FBTI0061069	0
FBGN0085253	0
FBTI0018933	0
FBGN0034500	150
FBTI0062564	0
FBGN0034364	0
FBTI0018898	0
FBGN0265577	1
FBGN0033723	0
FBGN0053627	0
FBGN0040513	0
FBGN0034530	59
FBTI0060120	0
FBTI0060509	0
FBGN0034828	0
FBTR0472751_DF_NRG	0
FBGN0026385	0
FBGN0025692	0
FBGN0262882	0
FBGN0015001	1
FBGN0045063	1720
FBTI0061484	0
FBTI0060637	2
FBGN0266623	0
FBGN0266041	8
FBGN0050093	0
FBGN0003731	115
FBGN0050159	402
FBTI0062615	0
FBGN0264271	0
FBTI0018926	0
FBGN0265184	22
FBGN0053792	0
FBGN0034808	4
FBGN0001285	0
FBGN0050005	168
FBGN0050430	0
FBTI0018918	0
FBGN0033184	214
FBTI0060622	4
FBTI0061233	0
FBGN0033943	2
FBTI0063708	0
FBTI0060079	0
FBGN0040777	3522
FBTI0060767	0
FBGN0265659	0
FBGN0041241	5
FBGN0050198	0
FBGN0033639	439
FBTI0061435	1
FBTI0059760	0
FBGN0040763	5
FBTI0060532	0
FBGN0050211	0
FBGN0061188	0
FBGN0050125	0
FBTI0063096	0
FBGN0286784	5468
FBGN0050096	23
FBGN0033520	0
FBGN0266766	3
FBTI0063030	0
FBGN0050355	4
FBGN0264962	1278
FBGN0033884	105
FBGN0265853	0
FBGN0050447	0
FBTI0019926	0
FBTI0062340	0
FBGN0034484	1
FBGN0028683	97
FBGN0003687	201
FBGN0085222	0
FBGN0259219	1
FBTR0304340_DF_NRG	0
FBGN0261698	1
FBGN0027619	1011
FBGN0050325	0
FBGN0033766	669
FBGN0053632	1
FBGN0040729	4
FBGN0015754	1022
FBTI0019967	52
FBGN0033174	327
FBGN0086023	0
FBGN0262402	0
FBGN0034644	1041
FBTI0062589	8
FBGN0050464	0
FBGN0053359	0
FBGN0053476	0
FBTI0060634	1
FBGN0260436	0
FBGN0035008	0
FBTI0018916	2
FBGN0260934	4549
FBGN0033085	45
FBTI0060769	0
FBGN0265104	38
FBTI0060798	0
FBGN0003401	118
FBGN0263707	0
FBGN0050268	0
FBGN0034029	258
FBTI0060151	1
FBGN0033278	0
FBGN0034665	0
FBGN0265341	18
FBGN0034351	140
FBGN0266439	0
FBGN0000577	0
FBGN0010435	48
FBTI0060886	0
FBGN0015801	606
FBGN0033778	0
FBGN0266432	0
FBTI0061486	3
FBGN0265642	0
FBGN0050080	0
FBTI0061455	0
FBGN0259737	1
FBGN0050383	35
FBGN0011935	0
FBGN0053438	0
FBGN0004362	1888
FBTR0472708_DF_NRG	0
FBGN0265665	0
FBTI0019278	2
FBGN0265844	0
FBGN0085235	1
FBGN0010241	8
FBTI0062323	0
FBGN0050087	0
FBGN0022740	0
FBGN0040502	0
FBGN0032997	232
FBGN0025360	0
FBGN0003612	1176
FBTI0060362	0
FBGN0029082	0
FBGN0033427	94
FBGN0053395	0
FBGN0010551	1930
FBGN0034935	4
FBGN0040674	0
FBGN0260222	0
FBGN0265838	0
FBTI0059791	0
FBGN0033468	331
FBGN0085240	0
FBGN0034187	34
FBGN0033955	0
FBGN0264909	0
FBGN0041581	10
FBGN0265658	9
FBGN0004435	86
FBGN0034599	159
FBTI0063133	0
FBTI0063144	0
FBGN0262840	5
FBTI0063853	0
FBGN0265631	0
FBGN0050089	476
FBTI0019039	0
FBGN0034354	152
FBGN0015477	2642
FBTI0059832	0
FBGN0034475	0
FBGN0265594	0
FBGN0010423	0
FBTI0064059	1
FBTI0063257	1
FBGN0033339	2755
FBGN0266644	0
FBGN0033459	36
FBGN0033820	1
FBTI0060515	0
FBGN0266008	0
FBTI0062469	0
FBGN0026378	246
FBGN0034128	2
FBGN0015602	296
FBTI0060277	0
FBTI0061619	0
FBTI0063201	0
